build/assets.js: line 16, col 24, eval is evil.
src/client/clientgamereceiver.js: line 109, col 2, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 111, col 1, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 125, col 1, Mixed spaces and tabs.
src/client/communication.js: line 1, col 22, 'require' is not defined.
src/client/communication.js: line 2, col 25, 'require' is not defined.
src/client/communication.js: line 3, col 22, 'require' is not defined.
src/client/communication.js: line 4, col 19, 'require' is not defined.
src/client/communication.js: line 5, col 25, 'require' is not defined.
src/client/communication.js: line 6, col 28, 'require' is not defined.
src/client/communication.js: line 7, col 21, 'require' is not defined.
src/client/communication.js: line 8, col 26, 'require' is not defined.
src/client/communication.js: line 10, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 13, col 19, 'io' is not defined.
src/client/communication.js: line 22, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 30, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 31, col 4, 'alert' is not defined.
src/client/communication.js: line 34, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 38, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 39, col 3, 'alert' is not defined.
src/client/communication.js: line 42, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 46, col 1, 'ClientCommunication' is not defined.
src/client/communication.js: line 56, col 1, 'exports' is not defined.
src/client/communication.js: line 56, col 31, 'ClientCommunication' is not defined.
src/client/floor.js: line 1, col 1, 'exports' is not defined.
src/client/floor.js: line 15, col 3, Mixed spaces and tabs.
src/client/floor.js: line 17, col 40, 'Float32Array' is not defined.
src/client/floor.js: line 17, col 53, 'floorVertices' is not defined.
src/client/floor.js: line 19, col 1, Mixed spaces and tabs.
src/client/floor.js: line 21, col 40, 'Float32Array' is not defined.
src/client/floor.js: line 21, col 53, 'floorTextureCoords' is not defined.
src/client/floor.js: line 24, col 51, Missing semicolon.
src/client/floor.js: line 27, col 1, Mixed spaces and tabs.
src/client/floor.js: line 28, col 1, Mixed spaces and tabs.
src/client/floor.js: line 30, col 1, Mixed spaces and tabs.
src/client/floor.js: line 31, col 1, Mixed spaces and tabs.
src/client/floor.js: line 32, col 1, Mixed spaces and tabs.
src/client/floor.js: line 34, col 2, Mixed spaces and tabs.
src/client/floor.js: line 35, col 2, Mixed spaces and tabs.
src/client/floor.js: line 36, col 2, Mixed spaces and tabs.
src/client/floor.js: line 51, col 1, 'exports' is not defined.
src/client/floor.js: line 52, col 20, 'Entity' is not defined.
src/client/floor.js: line 73, col 13, Extra comma.
src/client/playermessagelistener.js: line 1, col 1, 'exports' is not defined.
src/client/playermessagelistener.js: line 15, col 7, 'notifyPlayerHeKilledSomebody' is not defined.
src/client/playermessagelistener.js: line 17, col 7, 'notifyPlayerWasKilled' is not defined.
src/client/playermessagelistener.js: line 22, col 7, 'notifyPlayerFellOffWorld' is not defined.
src/client/playermessagelistener.js: line 31, col 5, 'showMessage' is not defined.
src/client/playermessagelistener.js: line 36, col 5, 'showMessage' is not defined.
src/client/playermessagelistener.js: line 41, col 5, 'showMessage' is not defined.
src/client/playermessagelistener.js: line 45, col 5, 'removeCurrentMessage' is not defined.
src/client/playermessagelistener.js: line 50, col 27, 'setTimeout' is not defined.
src/client/playermessagelistener.js: line 50, col 38, 'removeCurrentMessage' is not defined.
src/client/playermessagelistener.js: line 56, col 7, 'clearTimeout' is not defined.
src/client/scoredisplay.js: line 1, col 19, 'require' is not defined.
src/client/scoredisplay.js: line 3, col 1, 'exports' is not defined.
src/client/scoredisplay.js: line 9, col 5, 'GlobalViewModel' is not defined.
src/client/scoredisplay.js: line 13, col 5, 'GlobalViewModel' is not defined.
src/client/keyboard.js: line 2, col 1, 'exports' is not defined.
src/client/keyboard.js: line 2, col 26, 'KeyboardStates' is not defined.
src/client/landchunkloader.js: line 1, col 12, 'require' is not defined.
src/client/landchunkloader.js: line 2, col 12, 'require' is not defined.
src/client/landchunkloader.js: line 2, col 50, Missing semicolon.
src/client/landchunkloader.js: line 3, col 17, 'require' is not defined.
src/client/landchunkloader.js: line 21, col 3, '$' is not defined.
src/client/landchunkloader.js: line 29, col 1, 'exports' is not defined.
src/client/hud.js: line 1, col 18, 'require' is not defined.
src/client/hud.js: line 17, col 5, 'clearHud' is not defined.
src/client/hud.js: line 19, col 5, 'updateHudItem' is not defined.
src/client/hud.js: line 31, col 17, Missing semicolon.
src/client/hud.js: line 31, col 18, Expected an identifier and instead saw '='.
src/client/hud.js: line 31, col 18, Expected an assignment or function call and instead saw an expression.
src/client/hud.js: line 31, col 19, Missing semicolon.
src/client/hud.js: line 31, col 50, Expected an assignment or function call and instead saw an expression.
src/client/hud.js: line 70, col 6, 'updateIndexes' is not defined.
src/client/hud.js: line 79, col 5, 'updateIndexes' is not defined.
src/client/hud.js: line 104, col 16, 'sourceid' is already defined.
src/client/hud.js: line 105, col 16, 'targetid' is already defined.
src/client/hud.js: line 192, col 15, 'hudItem' is already defined.
src/client/hud.js: line 226, col 1, 'exports' is not defined.
src/client/hud.js: line 228, col 11, 'app' is already defined.
src/client/hud.js: line 243, col 7, 'hookHovercraftEvents' is not defined.
src/client/hud.js: line 248, col 7, 'unHookHovercraftEvents' is not defined.
src/client/hud.js: line 253, col 7, 'createPlayerIndicator' is not defined.
src/client/hud.js: line 264, col 5, 'clearAllKnowledgeOfHovercraft' is not defined.
src/client/hud.js: line 268, col 5, 'createTrackedHovercraft' is not defined.
src/client/hud.js: line 272, col 5, 'clearTrackedHovercraft' is not defined.
src/client/hud.js: line 276, col 5, 'withTrackedEntity' is not defined.
src/client/hud.js: line 282, col 5, 'withTrackedEntity' is not defined.
src/client/hud.js: line 288, col 5, 'withTrackedEntity' is not defined.
src/client/hud.js: line 289, col 7, 'clearTrackedHovercraft' is not defined.
src/client/hud.js: line 330, col 9, Bad for in variable 'i'.
src/client/hud.js: line 331, col 23, 'i' is not defined.
src/client/hud.js: line 332, col 32, 'i' is not defined.
src/client/hud.js: line 344, col 15, 'i' is already defined.
src/client/hud.js: line 352, col 15, 'i' is already defined.
src/client/hud.js: line 362, col 15, 'i' is already defined.
src/client/hud.js: line 375, col 1, 'exports' is not defined.
src/client/hud.js: line 376, col 1, 'exports' is not defined.
src/client/hud.js: line 377, col 1, 'exports' is not defined.
src/client/hud.js: line 378, col 23, 'Entity' is not defined.
src/client/hud.js: line 378, col 30, 'exports' is not defined.
src/client/hud.js: line 379, col 20, 'exports' is not defined.
src/client/eventreceiver.js: line 1, col 1, 'exports' is not defined.
src/core/resources.js: line 1, col 26, 'require' is not defined.
src/core/resources.js: line 2, col 28, 'require' is not defined.
src/core/resources.js: line 34, col 22, 'setInterval' is not defined.
src/core/resources.js: line 35, col 42, Use '===' to compare with '0'.
src/core/resources.js: line 36, col 40, Use '===' to compare with '0'.
src/core/resources.js: line 38, col 9, 'clearInterval' is not defined.
src/core/resources.js: line 61, col 9, Bad for in variable 'i'.
src/core/resources.js: line 62, col 41, 'i' is not defined.
src/core/resources.js: line 68, col 18, Don't make functions within a loop.
src/core/resources.js: line 75, col 1, 'exports' is not defined.
src/core/renderpipeline.js: line 1, col 20, 'require' is not defined.
src/core/renderpipeline.js: line 3, col 1, 'exports' is not defined.
src/core/renderpipeline.js: line 5, col 11, 'app' is already defined.
src/core/renderpipeline.js: line 21, col 40, 'Float32Array' is not defined.
src/core/renderpipeline.js: line 21, col 53, 'quadVertices' is not defined.
src/core/renderpipeline.js: line 23, col 5, 'quadTextureBuffer' is not defined.
src/core/renderpipeline.js: line 24, col 36, 'quadTextureBuffer' is not defined.
src/core/renderpipeline.js: line 25, col 40, 'Float32Array' is not defined.
src/core/renderpipeline.js: line 25, col 53, 'quadTextureCoords' is not defined.
src/core/renderpipeline.js: line 36, col 5, 'renderSceneToInitialTarget' is not defined.
src/core/renderpipeline.js: line 37, col 5, 'passThroughXFilter' is not defined.
src/core/renderpipeline.js: line 38, col 5, 'passThroughYFilter' is not defined.
src/core/renderpipeline.js: line 39, col 5, 'renderToFullsizeScreen' is not defined.
src/core/renderpipeline.js: line 40, col 5, 'renderToScreen' is not defined.
src/core/renderpipeline.js: line 45, col 5, 'clearCurrentRenderTarget' is not defined.
src/core/renderpipeline.js: line 52, col 5, 'clearCurrentRenderTarget' is not defined.
src/core/renderpipeline.js: line 59, col 5, 'renderTextureToQuad' is not defined.
src/core/renderpipeline.js: line 65, col 5, 'renderTextureToQuad' is not defined.
src/core/renderpipeline.js: line 73, col 5, 'clearCurrentRenderTarget' is not defined.
src/core/renderpipeline.js: line 77, col 5, 'uploadMatrices' is not defined.
src/core/renderpipeline.js: line 78, col 5, 'uploadBuffers' is not defined.
src/core/renderpipeline.js: line 88, col 5, 'drawQuad' is not defined.
src/core/renderpipeline.js: line 93, col 5, 'clearCurrentRenderTarget' is not defined.
src/core/renderpipeline.js: line 97, col 5, 'uploadMatrices' is not defined.
src/core/renderpipeline.js: line 98, col 5, 'uploadBuffers' is not defined.
src/core/renderpipeline.js: line 104, col 5, 'drawQuad' is not defined.
src/core/renderpipeline.js: line 117, col 28, 'mat4' is not defined.
src/core/renderpipeline.js: line 118, col 22, 'mat4' is not defined.
src/core/renderpipeline.js: line 119, col 23, 'mat4' is not defined.
src/core/renderpipeline.js: line 121, col 5, 'mat4' is not defined.
src/core/renderpipeline.js: line 122, col 5, 'mat4' is not defined.
src/core/renderpipeline.js: line 124, col 1, Mixed spaces and tabs.
src/core/renderpipeline.js: line 132, col 1, Mixed spaces and tabs.
src/core/renderpipeline.js: line 133, col 1, Mixed spaces and tabs.
src/core/renderpipeline.js: line 134, col 36, 'quadTextureBuffer' is not defined.
src/core/renderpipeline.js: line 135, col 2, Mixed spaces and tabs.
src/core/renderpipeline.js: line 136, col 2, Mixed spaces and tabs.
src/core/renderpipeline.js: line 160, col 19, Extra comma.
src/core/entityreceiver.js: line 1, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 5, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 11, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 17, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 23, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 29, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 35, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 41, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 47, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 53, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 59, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 65, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 71, col 1, 'EntityReceiver' is not defined.
src/core/entityreceiver.js: line 75, col 1, 'exports' is not defined.
src/core/entityreceiver.js: line 75, col 26, 'EntityReceiver' is not defined.
src/core/texture.js: line 39, col 1, 'exports' is not defined.
src/core/collisionmanager.js: line 1, col 12, 'require' is not defined.
src/core/collisionmanager.js: line 4, col 1, 'exports' is not defined.
src/core/collisionmanager.js: line 15, col 28, Use '===' to compare with 'null'.
src/core/collisionmanager.js: line 15, col 59, Use '===' to compare with 'null'.
src/core/collisionmanager.js: line 16, col 27, Use '===' to compare with 'null'.
src/core/collisionmanager.js: line 16, col 57, Use '===' to compare with 'null'.
src/core/frustum.js: line 1, col 1, 'mat4' is not defined.
src/core/frustum.js: line 1, col 8, 'require' is not defined.
src/core/frustum.js: line 2, col 1, 'debug' is not defined.
src/core/frustum.js: line 2, col 9, 'require' is not defined.
src/core/frustum.js: line 6, col 19, 'mat4' is not defined.
src/core/frustum.js: line 7, col 2, 'mat4' is not defined.
src/core/frustum.js: line 22, col 22, 'mat4' is not defined.
src/core/frustum.js: line 32, col 29, 'mat4' is not defined.
src/core/frustum.js: line 33, col 5, 'mat4' is not defined.
src/core/frustum.js: line 72, col 9, Bad for in variable 'i'.
src/core/frustum.js: line 73, col 33, 'i' is not defined.
src/core/frustum.js: line 74, col 22, 'vec3' is not defined.
src/core/frustum.js: line 83, col 9, Bad for in variable 'i'.
src/core/frustum.js: line 84, col 33, 'i' is not defined.
src/core/frustum.js: line 95, col 1, 'exports' is not defined.
src/core/bounding.js: line 1, col 1, 'vec3' is not defined.
src/core/bounding.js: line 1, col 8, 'require' is not defined.
src/core/bounding.js: line 2, col 1, 'mat4' is not defined.
src/core/bounding.js: line 2, col 8, 'require' is not defined.
src/core/bounding.js: line 15, col 17, 'vec3' is not defined.
src/core/bounding.js: line 40, col 38, 'vec3' is not defined.
src/core/bounding.js: line 42, col 5, 'vec3' is not defined.
src/core/bounding.js: line 43, col 34, 'vec3' is not defined.
src/core/bounding.js: line 47, col 20, 'vec3' is not defined.
